0,1,2,3
1,bedroom_cabinet_2,"{'user': 'Alien', 'text': 'No, I know what to do', 'intent': 'Yes-no_negative'}","{'user': 'Human', 'text': 'Yes, you should do that.', 'intent': 'Yes-no_positive'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': ""Nice, there's still one more. Let's go get it."", 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Sure, we could do that.', 'intent': 'Yes-no_positive'}"
1,read_book_2,"{'user': 'Alien', 'text': 'Is the TV in the living room?', 'intent': 'Ask_about_location'}","{'user': 'Alien', 'text': 'I want a drink', 'intent': 'Ask_guidence'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'Okay, got it', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Now please put the bread into the oven', 'intent': 'Inform_next_step'}"
1,wash_glass_2,"{'user': 'Human', 'text': 'Exactly', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'First, I need you to come to the study room', 'intent': 'Inform_next_step'}"
1,using_microwave_3,"{'user': 'Alien', 'text': 'Where is the salmon?', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': ""The microwave can't heat the food while the door is open."", 'intent': 'Inform_other'}"
1,using_microwave_3,"{'user': 'Alien', 'text': 'So, what do we do next?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Next, you can take a seat in my desk chair.', 'intent': 'Inform_next_step'}"
1,using_computer_0,"{'user': 'Alien', 'text': 'No, is it not the computer?', 'intent': 'Inform_confused'}","{'user': 'Alien', 'text': 'Okay, I can do that now', 'intent': 'Inform_understanding'}"
1,using_oven_0,"{'user': 'Alien', 'text': 'Thank you! I think I got it. I just need to open the oven so that I can get the bread out.', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': ""You're right, I see that the plate would fit the bread better. Thank you!"", 'intent': 'Inform_observation'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'How shall I proceed to irradiate it for the purposes of cooking?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'I have acquired the cooked salmon. It possesses a great amount of thermal energy.', 'intent': 'Inform_observation'}"
1,using_microwave_3,"{'user': 'Alien', 'text': ""Okay! I'll close it "", 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Okay!', 'intent': 'Inform_understanding'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'Where?', 'intent': 'Ask_about_location'}","{'user': 'Human', 'text': 'The pot is on the dining table behind us', 'intent': 'Inform_location'}"
1,using_oven_3,"{'user': 'Alien', 'text': 'Oh ok I see it', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Ok it has been 20 minutes I am going to take this out now', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'I see...', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'And off it goes!', 'intent': 'Inform_get_started'}"
1,using_stove_0,"{'user': 'Human', 'text': 'You can turn it off now.', 'intent': 'Ask_take_next_step'}","{'user': 'Human', 'text': 'Yes, that is correct.', 'intent': 'Yes-no_positive'}"
1,using_oven_0,"{'user': 'Human', 'text': 'Yes, that is the plate.', 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'Yes, it is in the neighboring room.', 'intent': 'Yes-no_positive'}"
1,using_oven_0,"{'user': 'Alien', 'text': 'Oh yes, I should close the oven.', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'You did a really good job baking bread. I hope you enjoy it. ', 'intent': 'Casual_response'}"
1,using_stove_3,"{'user': 'Alien', 'text': 'Okay this is the stove right?', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'Turn the knob in front of you and it will heat up the stove', 'intent': 'Inform_action'}"
1,using_computer_1,"{'user': 'Alien', 'text': 'Ok I am turning off the computer', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Ok I am going to the stove now then', 'intent': 'Inform_understanding'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'I see the button, will press it now. ', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': ""I'm not sure what to do with the salmon."", 'intent': 'Yes-no_negative'}"
1,watch_tv_0,"{'user': 'Human', 'text': 'Are you ready for your next lesson?', 'intent': 'Ask_take_next_step'}","{'user': 'Alien', 'text': 'Is this the right cylinder?', 'intent': 'Ask_about_object'}"
1,bedroom_cabinet_3,"{'user': 'Human', 'text': 'Now open up the cupboard below', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Yes', 'intent': 'Yes-no_positive'}"
1,using_stove_2,"{'user': 'Human', 'text': 'Just put it on a coil that does not have anything on top. ', 'intent': 'Inform_object'}","{'user': 'Human', 'text': 'Yes you are right.', 'intent': 'Yes-no_positive'}"
1,using_microwave_0,"{'user': 'Alien', 'text': ""It didn't do anything, what do I do?"", 'intent': 'Inform_confused'}","{'user': 'Alien', 'text': ""I'm closing it now"", 'intent': 'Inform_understanding'}"
1,using_microwave_3,"{'user': 'Human', 'text': 'Today you are going to learn how to cook salmon using the microwave.', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'You first need to open the door of the microwave.', 'intent': 'Inform_object'}"
1,bedroom_cabinet_3,"{'user': 'Alien', 'text': 'Where should I put it?', 'intent': 'Ask_about_location'}","{'user': 'Alien', 'text': ""Oh, it's the last one, we're almost done with this painful task."", 'intent': 'Inform_observation'}"
1,wash_glass_3,"{'user': 'Human', 'text': 'Hello Zara', 'intent': 'Extend_greetings'}","{'user': 'Alien', 'text': 'Okay', 'intent': 'Inform_understanding'}"
1,wash_glass_2,"{'user': 'Alien', 'text': 'Yes, I need to wash the glass', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'Exactly', 'intent': 'Yes-no_positive'}"
1,using_stove_2,"{'user': 'Alien', 'text': 'Is this white dish the cooking pot?', 'intent': 'Ask_about_object'}","{'user': 'Alien', 'text': 'I see many coils on the stove', 'intent': 'Inform_observation'}"
1,using_stove_2,"{'user': 'Alien', 'text': 'Do you know what to do next?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Thank you for asking Michael, that question made me calm down', 'intent': 'Inform_condition'}"
1,watch_tv_0,"{'user': 'Human', 'text': ""Let's learn about watching the Television. "", 'intent': 'Casual_response'}","{'user': 'Alien', 'text': 'The TV is now on', 'intent': 'Inform_condition'}"
1,using_computer_1,"{'user': 'Human', 'text': 'Press that same button from before again', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Yes I think so', 'intent': 'Yes-no_positive'}"
1,using_microwave_2,"{'user': 'Human', 'text': 'Yep! Go for it', 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'Where should I put it?', 'intent': 'Ask_next_step'}"
1,using_oven_2,"{'user': 'Human', 'text': 'yes, you can grab the bread from the toaster since it has not been toasted yet.', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'I see it has changed color. Fascinating!', 'intent': 'Casual_observation'}"
1,watch_tv_0,"{'user': 'Alien', 'text': 'Ok I am on my way', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""Isn't it great? Now I want you to get back up and walk over to the TV again"", 'intent': 'Inform_next_step'}"
1,watch_tv_0,"{'user': 'Human', 'text': 'To watch the TV, you have to press the button and sit down. ', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'Are you comfortable sitting down on that couch?', 'intent': 'Casual_question'}"
1,using_oven_0,"{'user': 'Alien', 'text': ""Ok, I'll close it"", 'intent': 'Inform_get_started'}","{'user': 'Alien', 'text': 'Oh yes, I should close the oven.', 'intent': 'Yes-no_positive'}"
1,using_stove_3,"{'user': 'Alien', 'text': 'Ok i will do that', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Okay now put it down on the table carefully', 'intent': 'Inform_next_step'}"
1,bedroom_cabinet_2,"{'user': 'Alien', 'text': 'Where is the top shelf?', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'You have to pull that grey handle', 'intent': 'Inform_action'}"
1,read_book_1,"{'user': 'Alien', 'text': 'Michael, can you help me out with my problem?', 'intent': 'Ask_guidence'}","{'user': 'Human', 'text': 'Nice, did you enjoy reading the books?', 'intent': 'Casual_question'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'Bring the glass back over to the table now that it is clean.', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Yes I just need to grab the wine and we will be all set.', 'intent': 'Inform_get_started'}"
1,using_stove_3,"{'user': 'Human', 'text': 'Now that our food is cooked, do you know the next step?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'Okay that makes sense. Is it the same dining table that we took the pot from?', 'intent': 'Inform_confused'}"
1,using_microwave_3,"{'user': 'Human', 'text': 'To open the microwave, pull the door handle. ', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'Once the food is in, we can close the microwave door! ', 'intent': 'Inform_next_step'}"
1,read_book_0,"{'user': 'Alien', 'text': 'Thank you for telling me about reading books!', 'intent': 'Other'}","{'user': 'Human', 'text': 'Exactly!', 'intent': 'Yes-no_positive'}"
1,using_computer_2,"{'user': 'Human', 'text': 'Now you are going to want to click the button on top of the computer to turn it off.', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'The salmon is the pink thing above the microwave.', 'intent': 'Inform_object'}"
1,using_microwave_1,"{'user': 'Alien', 'text': ""Do you need help with what you're doing?"", 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'Ok whoops I am going there now', 'intent': 'Inform_understanding'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': 'We need to put them in the cabinet in the other room, follow me.', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'Do you remember where the cabinet where the toy goes is?', 'intent': 'Ask_know_location'}"
1,using_stove_3,"{'user': 'Human', 'text': 'We can take the cooked pot to the dining table. ', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'You can turn on the tv by pressing that button', 'intent': 'Inform_action'}"
1,using_stove_1,"{'user': 'Human', 'text': ""That's ok we just have to wait for the pasta to look soft "", 'intent': 'Inform_other'}","{'user': 'Alien', 'text': ""I'll just set it here "", 'intent': 'Casual_response'}"
1,using_stove_0,"{'user': 'Human', 'text': 'Hello again Zara! How are you doing?', 'intent': 'Extend_greetings'}","{'user': 'Human', 'text': 'The pot is what you will be cooking with.', 'intent': 'Inform_other'}"
1,using_microwave_3,"{'user': 'Alien', 'text': '""I am confused as to how long I should cook the salmon for.""', 'intent': 'Explain_confused'}","{'user': 'Human', 'text': '""Yes you should.""', 'intent': 'Yes-no_positive'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'It will start to heat up the meat?', 'intent': 'Explain_confused'}","{'user': 'Human', 'text': 'Sure!', 'intent': 'Yes-no_positive'}"
1,using_oven_1,"{'user': 'Human', 'text': 'Then walk to the toaster and get a piece of bread.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Okay, got it', 'intent': 'Inform_understanding'}"
1,watch_tv_3,"{'user': 'Alien', 'text': 'Okay, I will press the button on the TV.', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Okay, I will press the button.', 'intent': 'Inform_understanding'}"
1,using_stove_0,"{'user': 'Human', 'text': 'Should we get started?', 'intent': 'Ask_get_started'}","{'user': 'Alien', 'text': 'Yes I do.', 'intent': 'Yes-no_positive'}"
1,using_oven_0,"{'user': 'Human', 'text': ""That's right!"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Thank you, I will do that now.', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Human', 'text': 'Wait, what? What are you grabbing that cupcake for?', 'intent': 'Ask_know_next_step'}","{'user': 'Human', 'text': 'Correct. Make sure to put the mouse back first.', 'intent': 'Inform_next_step'}"
1,read_book_2,"{'user': 'Human', 'text': 'It is on the shelf above you', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'They both sound interesting', 'intent': 'Inform_understanding'}"
1,read_book_2,"{'user': 'Alien', 'text': 'So, what do I have to do now to read the books', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'That was an entertaining book', 'intent': 'Casual_observation'}"
1,using_microwave_1,"{'user': 'Human', 'text': ""Yes the microwave makes that noise when it's done heating up!"", 'intent': 'Inform_object'}","{'user': 'Alien', 'text': 'That makes alot of sense I will walk over there now', 'intent': 'Inform_understanding'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'Yes, I will put the glass in the sink.', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Ok, I will pick up the glass from the sink.', 'intent': 'Inform_understanding'}"
1,watch_tv_1,"{'user': 'Human', 'text': 'Are you lost? ', 'intent': 'Ask_okay'}","{'user': 'Human', 'text': 'Do you know the task?', 'intent': 'Ask_know_action'}"
1,read_book_1,"{'user': 'Alien', 'text': 'Okay', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': ""I'm done"", 'intent': 'Inform_condition'}"
1,using_computer_1,"{'user': 'Human', 'text': 'Hey Zara im going to show you how to use the computer', 'intent': 'Inform_get_started'}","{'user': 'Alien', 'text': 'Wow there is now things on the computer', 'intent': 'Inform_observation'}"
1,read_book_2,"{'user': 'Human', 'text': 'There are books on the shelf above you.', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': ""You're right, this is such a comfortable chair!"", 'intent': 'Inform_observation'}"
1,using_oven_0,"{'user': 'Alien', 'text': 'Okay!', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Okay, I am at the toaster.', 'intent': 'Inform_understanding'}"
1,using_stove_2,"{'user': 'Alien', 'text': 'Do you know what to do next?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Thank you for asking Michael, that question made me calm down', 'intent': 'Inform_condition'}"
1,using_stove_0,"{'user': 'Alien', 'text': 'Okay', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Goodbye!', 'intent': 'Extend_goodbyes'}"
1,using_microwave_2,"{'user': 'Alien', 'text': 'Shoud I place the salmon in the microwave now? ', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Now that the microwave is off, open it up.', 'intent': 'Inform_next_step'}"
1,using_computer_1,"{'user': 'Alien', 'text': 'Hey Michael! How was your day today?', 'intent': 'Extend_greetings'}","{'user': 'Human', 'text': ""Ok, that's perfectly fine. First, we need to turn the computer on."", 'intent': 'Inform_action'}"
1,using_computer_0,"{'user': 'Human', 'text': 'Yes, it is.', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'How are you enjoying using the computer?', 'intent': 'Casual_question'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'What do I do with the salmon now?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Now that we are in the living room is this the TV?', 'intent': 'Display_confusion'}"
1,wash_glass_3,"{'user': 'Alien', 'text': 'Oh, this is the refrigerator.', 'intent': 'Inform_observation'}","{'user': 'Human', 'text': 'You sure?', 'intent': 'Ask_sure_about_action'}"
1,watch_tv_3,"{'user': 'Alien', 'text': 'The game is exciting', 'intent': 'Casual_response'}","{'user': 'Human', 'text': ""Let's cook up the salmon!"", 'intent': 'Inform_next_step'}"
1,read_book_2,"{'user': 'Alien', 'text': 'Okay!', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Great! Now that we are in the kitchen, is there anything else to do?', 'intent': 'Casual_question'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Yes I do.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Do you want to turn off the TV and do something else?', 'intent': 'Ask_take_next_step'}"
1,read_book_2,"{'user': 'Alien', 'text': 'Ok, will do', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': ""Yes, let's do this"", 'intent': 'Yes-no_positive'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'Hello', 'intent': 'Extend_greetings'}","{'user': 'Alien', 'text': 'Is this is?', 'intent': 'Ask_about_object'}"
1,using_microwave_3,"{'user': 'Alien', 'text': 'Oh, sorry!', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Sounds like a plan!', 'intent': 'Inform_understanding'}"
1,using_stove_3,"{'user': 'Alien', 'text': 'I have the pot now', 'intent': 'Inform_observation'}","{'user': 'Alien', 'text': 'Should I turn on the stove now?', 'intent': 'Ask_about_action'}"
1,watch_tv_3,"{'user': 'Human', 'text': 'Ok. Ill follow you', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'You have to turn the tv on. Press the button on the bottom left side of the tv to turn it on. ', 'intent': 'Inform_action'}"
1,watch_tv_3,"{'user': 'Human', 'text': 'Yes its very relaxing while watching tv.', 'intent': 'Yes-no_positive'}","{'user': 'Human', 'text': 'Do you want to grab a snack in the kitchen?', 'intent': 'Inform_get_started'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Alright, try carrying it out.', 'intent': 'Ask_take_next_step'}","{'user': 'Alien', 'text': 'Ok, lets go.', 'intent': 'Inform_understanding'}"
1,using_microwave_3,"{'user': 'Human', 'text': '""Please go to the dining table to eat.""', 'intent': 'Ask_take_next_step'}","{'user': 'Human', 'text': 'Grab this book up on the shelf.', 'intent': 'Inform_action'}"
1,using_oven_2,"{'user': 'Human', 'text': 'Ready to try baking bread, Zara?', 'intent': 'Casual_observation'}","{'user': 'Alien', 'text': 'The bread is in the oven now.', 'intent': 'Inform_understanding'}"
1,read_book_2,"{'user': 'Alien', 'text': 'Oh, where are the books?', 'intent': 'Ask_about_location'}","{'user': 'Alien', 'text': 'Okay, tell me about these books', 'intent': 'Ask_about_object'}"
1,wash_glass_3,"{'user': 'Human', 'text': 'You really think that the right action?', 'intent': 'Ask_sure_about_action'}","{'user': 'Alien', 'text': 'Coming ', 'intent': 'Inform_understanding'}"
1,read_book_1,"{'user': 'Alien', 'text': 'Well then, till next time?', 'intent': 'Extend_goodbyes'}","{'user': 'Human', 'text': 'To watch the TV, you have to press the button and sit down. ', 'intent': 'Inform_action'}"
1,wash_glass_3,"{'user': 'Alien', 'text': ""I don't know. What should I do next?"", 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Great, now put it on the place where you get it from', 'intent': 'Inform_action'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Im Ok', 'intent': 'Inform_condition'}"
1,using_oven_0,"{'user': 'Human', 'text': 'We can use the oven, which allows us to bake food by heating it.', 'intent': 'Inform_object'}","{'user': 'Human', 'text': 'Okay, that sounds good.', 'intent': 'Casual_response'}"
1,wash_glass_3,"{'user': 'Human', 'text': 'Now, since the glass is clean. Do you know what should do next?', 'intent': 'Ask_know_next_step'}","{'user': 'Human', 'text': ""Now, do you have anything confused or anything don't understand about wash the glasses?"", 'intent': 'Ask_need_info'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'Now what  ', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Close the microwave door ', 'intent': 'Inform_action'}"
1,watch_tv_1,"{'user': 'Alien', 'text': 'May I watch the TV?', 'intent': 'Ask_guidence'}","{'user': 'Human', 'text': 'Are you lost? ', 'intent': 'Ask_okay'}"
1,watch_tv_1,"{'user': 'Human', 'text': 'Okay lets go to the bedroom', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Ok. Where do I sit?', 'intent': 'Ask_about_location'}"
1,watch_tv_0,"{'user': 'Human', 'text': 'Are you ready for your next lesson?', 'intent': 'Ask_take_next_step'}","{'user': 'Human', 'text': ""That's right. Bring it back over here."", 'intent': 'iInform_object'}"
1,using_oven_2,"{'user': 'Alien', 'text': ""I'm ready now. Grabbing it."", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Do you need a better description or was that understandable enough?', 'intent': 'Ask_need_info'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Oh ok', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'like this?', 'intent': 'Ask_guidence'}"
1,using_stove_2,"{'user': 'Alien', 'text': 'Okay, I will place the pot on top of the stove.', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'I will go place the pot of cooked pasta on the dining table.', 'intent': 'Inform_observation'}"
1,wash_glass_3,"{'user': 'Alien', 'text': 'Ok i will do that', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Is this the fridge?', 'intent': 'Inform_confused'}"
1,wash_glass_3,"{'user': 'Human', 'text': 'You really think that the right action?', 'intent': 'Ask_sure_about_action'}","{'user': 'Alien', 'text': 'Coming ', 'intent': 'Inform_understanding'}"
1,wash_glass_2,"{'user': 'Alien', 'text': ""Sounds good, I'm ready to start learning whenever you say"", 'intent': 'Inform_get_started'}","{'user': 'Human', 'text': 'Good, now you can go ahead and take the glass', 'intent': 'Ask_take_next_step'}"
1,watch_tv_2,"{'user': 'Human', 'text': ""How's the show?"", 'intent': 'Casual_question'}","{'user': 'Alien', 'text': 'Yes, I am. ', 'intent': 'Yes-no_positive'}"
1,bedroom_cabinet_0,"{'user': 'Human', 'text': 'Now grab the other toy.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Thanks for your help Michael! Glad I can learn a lot from you.', 'intent': 'Extend_goodbyes'}"
1,watch_tv_3,"{'user': 'Alien', 'text': 'Do I sit on this white cushion?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Did you like watching tv?', 'intent': 'Ask_need_info'}"
1,using_computer_1,"{'user': 'Human', 'text': ""Not quite but it's okay I can show you how to use the computer more later."", 'intent': 'Yes-no_negative'}","{'user': 'Human', 'text': 'These up here are the books you should grab them', 'intent': 'Inform_next_step'}"
1,using_stove_0,"{'user': 'Alien', 'text': 'Based on previous knowledge, Cooking vessels are manufactured using materials such as steel, cast iron, aluminum, clay and various other ceramics and these materials are perfect to conduct heat.', 'intent': 'Inform_observation'}","{'user': 'Human', 'text': 'Ok so the dish is done cooking, take it off the stove.', 'intent': 'Inform_next_step'}"
1,read_book_0,"{'user': 'Alien', 'text': 'Alright! ', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'I like the idea!', 'intent': 'Casual_response'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'Is there anything else to do now?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'The computer is going to be in the living room on top of the desk.', 'intent': 'Inform_location'}"
1,watch_tv_2,"{'user': 'Human', 'text': ""Let's go! Using the TV is easy. I will show you how to use it"", 'intent': 'Casual_response'}","{'user': 'Alien', 'text': 'okay, where is the TV?', 'intent': 'Ask_about_location'}"
1,using_computer_0,"{'user': 'Alien', 'text': 'Yippee!', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Good job, you remembered!', 'intent': 'Casual_response'}"
1,using_microwave_0,"{'user': 'Human', 'text': ""Now close the door to the microwave '"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'What do I do now?', 'intent': 'Ask_next_step'}"
1,wash_glass_2,"{'user': 'Alien', 'text': 'What should I do next?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Sure thing! I can help with that.', 'intent': 'Casual_response'}"
1,bedroom_cabinet_2,"{'user': 'Human', 'text': ""No, that's a book."", 'intent': 'Yes-no_negative'}","{'user': 'Alien', 'text': 'Ok, Michael.', 'intent': 'Inform_understanding'}"
1,bedroom_cabinet_1,"{'user': 'Alien', 'text': 'That makes sense.', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Ok, I think I see the button.', 'intent': 'Inform_understanding'}"
1,using_computer_3,"{'user': 'Alien', 'text': 'How do I do that?', 'intent': 'Ask_about_action'}","{'user': 'Human', 'text': 'That is a mouse, you use it to control the computer.', 'intent': 'Inform_object'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'Thanks!', 'intent': 'Casual_response'}","{'user': 'Alien', 'text': ""Ok, let's!"", 'intent': 'Casual_response'}"
1,wash_glass_1,"{'user': 'Human', 'text': 'Walk back to the table now.', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'Are you ready to start?', 'intent': 'Ask_get_started'}"
1,read_book_1,"{'user': 'Alien', 'text': 'Hi Michael!', 'intent': 'Extend_greetings'}","{'user': 'Alien', 'text': 'Yes, I want to read it on that chair over there', 'intent': 'Inform_condition'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'I will head there now.', 'intent': 'Inform_get_started'}","{'user': 'Alien', 'text': 'Like this? ', 'intent': 'Ask_about_action'}"
1,watch_tv_3,"{'user': 'Alien', 'text': 'Is this the TV?', 'intent': 'Ask_about_object'}","{'user': 'Alien', 'text': 'No, this is boring.', 'intent': 'Inform_condition'}"
1,wash_glass_2,"{'user': 'Alien', 'text': 'Ok, the water is now off', 'intent': 'Inform_condition'}","{'user': 'Human', 'text': 'How did you feel learning how to clean the glass?', 'intent': 'Casual_question'}"
1,using_oven_2,"{'user': 'Human', 'text': ""OK, give it a shot! I think you've got this, Zara!"", 'intent': 'Ask_take_next_step'}","{'user': 'Alien', 'text': 'Greetings, Michael.', 'intent': 'Extend_greetings'}"
1,read_book_0,"{'user': 'Alien', 'text': 'Ok, Michael.', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'No problem.', 'intent': 'Inform_understanding'}"
1,using_microwave_1,"{'user': 'Alien', 'text': 'Yeah I should close the microwave', 'intent': 'Yes-no_positive'}","{'user': 'Alien', 'text': 'Ok I can do that', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Okay, I will walk over to the couch now', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Okay, I will follow you to the kitchen!', 'intent': 'Inform_get_started'}"
1,wash_glass_1,"{'user': 'Alien', 'text': 'What should I now do with the glass?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Yes I just need to grab the wine and we will be all set.', 'intent': 'Inform_get_started'}"
1,using_computer_2,"{'user': 'Alien', 'text': ""Okay! I'll grab the mouse"", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'You can use the mouse to click things on the computer.', 'intent': 'Inform_next_step'}"
1,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'We close the cupboard to complete the tidying! Am I right?', 'intent': 'Inform_get_started'}","{'user': 'Alien', 'text': ""Oh, here is another book, let's read books together!"", 'intent': 'Inform_observation'}"
1,watch_tv_1,"{'user': 'Alien', 'text': 'How do you turn off the TV?', 'intent': 'Ask_about_action'}","{'user': 'Human', 'text': 'Then follow me into the room over there.', 'intent': 'Inform_location'}"
1,bedroom_cabinet_0,"{'user': 'Alien', 'text': 'There are two items on the bookshelf', 'intent': 'Inform_observation'}","{'user': 'Alien', 'text': 'Ok, the toy tain is now inside the cupboard', 'intent': 'Inform_condition'}"
1,watch_tv_1,"{'user': 'Alien', 'text': 'Sure, I turned the channel on to the sports channel', 'intent': 'Inform_condition'}","{'user': 'Human', 'text': ""Let's make dinner!"", 'intent': 'Casual_observation'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'I am bored', 'intent': 'Inform_condition'}","{'user': 'Human', 'text': ""We are both trying to go through the door so we're getting stuck"", 'intent': 'Inform_action'}"
1,using_microwave_2,"{'user': 'Human', 'text': ""Please hit pause button to stop the heating process since it's been enough time."", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Placing.', 'intent': 'Inform_understanding'}"
1,using_stove_0,"{'user': 'Human', 'text': '""Remember, the pot is hot! Be careful with it.""', 'intent': 'Casual_observation'}","{'user': 'Human', 'text': '""The computer is in the bedroom.""', 'intent': 'Inform_location'}"
1,using_oven_3,"{'user': 'Human', 'text': 'Be careful, it is very hot', 'intent': 'Inform_other'}","{'user': 'Human', 'text': 'Good! Now we are ready to bake it', 'intent': 'Inform_next_step'}"
