label,category,utterance2,utterance1
1,using_microwave_0,"{'user': 'Human', 'text': 'Put the salmon in the microwave ', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'Now what ', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'Now what ', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'What is the next step ', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'What is the sound ', 'intent': 'Inform_confused'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'What should I do next ', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'I put the salmon on the table ', 'intent': 'Casual_observation'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_oven_3,"{'user': 'Alien', 'text': 'i can open it like a dishwasher?', 'intent': 'Ask_about_object'}","{'user': 'Alien', 'text': 'yes Human plse procced this task.', 'intent': 'Inform_get_started'}"
1,using_oven_3,"{'user': 'Human', 'text': 'go get some bread, Alien.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'the door I open.', 'intent': 'Inform_condition'}"
1,using_oven_3,"{'user': 'Alien', 'text': 'the bread is located, I am on my way.', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Alien, the bread is behind me.', 'intent': 'Inform_location'}"
1,using_oven_3,"{'user': 'Alien', 'text': 'one or two bread u need?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': 'good.', 'intent': 'Casual_response'}"
1,using_oven_3,"{'user': 'Alien', 'text': 'here is the bread you haved ask for', 'intent': 'Casual_response'}","{'user': 'Alien', 'text': 'Roger that.', 'intent': 'Yes-no_positive'}"
1,using_oven_3,"{'user': 'Human', 'text': 'the oven is kinda like the dishwasher, you know what to do next?', 'intent': 'Ask_know_next_step'}","{'user': 'Human', 'text': 'good job, Alien.', 'intent': 'Casual_response'}"
1,using_oven_3,"{'user': 'Human', 'text': 'yes, whats next?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'The Bread I put it Into the oven. Like plate go into the Dishwasher', 'intent': 'Inform_understanding'}"
1,using_oven_3,"{'user': 'Human', 'text': 'ah,the time of waiting has gone, bread shall be ready!', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'the gate now i shut it. thy bread shall be bake.', 'intent': 'Inform_understanding'}"
1,using_oven_3,"{'user': 'Human', 'text': 'gloves is not here, do you need it?', 'intent': 'Ask_want_help'}","{'user': 'Alien', 'text': 'thy bread, I seize. Door now open.', 'intent': 'Inform_understanding'}"
1,using_oven_3,"{'user': 'Human', 'text': ""Power almighty! what's next."", 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'different from thee mortal, we fear no heat.', 'intent': 'Inform_understanding'}"
1,using_oven_3,"{'user': 'Alien', 'text': 'Human where should the bread be placed?', 'intent': 'Ask_about_location'}","{'user': 'Alien', 'text': 'thy door i shall shut it again', 'intent': 'Inform_understanding'}"
1,using_oven_3,"{'user': 'Human', 'text': 'My help in no longer needed, You master the use of oven.', 'intent': 'Casual_observation'}","{'user': 'Alien', 'text': 'end of the table, a plate i founded.', 'intent': 'Inform_observation'}"
1,using_oven_3,"{'user': 'Human', 'text': 'can i now eat the bread?', 'intent': 'Ask_sure_about_action'}","{'user': 'Alien', 'text': 'here the bread i put. and aye, your teaching wont be forget.', 'intent': 'Inform_understanding'}"
1,wash_glass_3,"{'user': 'Alien', 'text': 'which glass should i take', 'intent': 'Ask_about_action'}","{'user': 'Alien', 'text': 'reoger that.', 'intent': 'Yes-no_positive'}"
1,wash_glass_3,"{'user': 'Alien', 'text': 'ok, I got the glass, whats next?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'anyone on the table', 'intent': 'Inform_object'}"
1,wash_glass_3,"{'user': 'Human', 'text': 'you sure that the sink?', 'intent': 'Ask_sure_about_object'}","{'user': 'Human', 'text': 'come wash it in the sink', 'intent': 'Inform_next_step'}"
1,wash_glass_3,"{'user': 'Human', 'text': 'you know where the sink is?', 'intent': 'Ask_know_location'}","{'user': 'Alien', 'text': 'Oh, this is the refrigerator.', 'intent': 'Inform_observation'}"
1,wash_glass_3,"{'user': 'Alien', 'text': 'I put the glass in the sink first?', 'intent': 'Ask_about_action'}","{'user': 'Alien', 'text': 'I remeber now.', 'intent': 'Yes-no_positive'}"
1,wash_glass_3,"{'user': 'Human', 'text': 'you need any help with washing the dish? ', 'intent': 'Ask_want_help'}","{'user': 'Human', 'text': 'thats correct.', 'intent': 'Yes-no_positive'}"
1,wash_glass_3,"{'user': 'Alien', 'text': 'the glass is now washed.', 'intent': 'Inform_observation'}","{'user': 'Alien', 'text': 'I know what to do.', 'intent': 'Inform_understanding'}"
1,wash_glass_3,"{'user': 'Human', 'text': 'okay, do you know what to do next?', 'intent': 'Ask_know_next_step'}","{'user': 'Human', 'text': 'good job.', 'intent': 'Casual_response'}"
1,wash_glass_3,"{'user': 'Human', 'text': 'You sure?', 'intent': 'Ask_sure_about_action'}","{'user': 'Alien', 'text': 'I should take the washed glass back?', 'intent': 'Inform_confused'}"
1,wash_glass_3,"{'user': 'Alien', 'text': 'and I have done it!', 'intent': 'Casual_observation'}","{'user': 'Alien', 'text': 'yea, I just put it back to the table.', 'intent': 'Yes-no_positive'}"
1,wash_glass_3,"{'user': 'Alien', 'text': 'is there something I forgot to do?', 'intent': 'Inform_confused'}","{'user': 'Alien', 'text': 'what?', 'intent': 'Inform_confused'}"
1,wash_glass_3,"{'user': 'Alien', 'text': 'what is it?', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'yes.', 'intent': 'Yes-no_positive'}"
1,using_stove_1,"{'user': 'Human', 'text': 'First grab the cooking pot ', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Coming ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'Which one is the cooking pot ', 'intent': 'Ask_about_object'}","{'user': 'Alien', 'text': 'Okay, going to the table ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Human', 'text': 'Bring the cooking pot to the stove ', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay coming ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Human', 'text': 'Now turn the knob off ', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'What do I do next ', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'Now What', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'I have put the cooking pot on the table ', 'intent': 'Casual_observation'}","{'user': 'Alien', 'text': 'Okay ', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'Do you know what the TV is?', 'intent': 'Ask_know_object'}","{'user': 'Alien', 'text': 'Yes ', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Is this is?', 'intent': 'Ask_about_object'}","{'user': 'Human', 'text': ""The TV is in the living room let's go there."", 'intent': 'Inform_location'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'The TV is on now', 'intent': 'Inform_observation'}","{'user': 'Alien', 'text': 'Yes I do.', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'What now', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'Good job!', 'intent': 'Casual_response'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'like this?', 'intent': 'Ask_guidence'}","{'user': 'Human', 'text': 'Now you can sit down and watch the TV', 'intent': 'Inform_action'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'What is the point of this?', 'intent': 'Ask_guidence'}","{'user': 'Human', 'text': 'Good job!', 'intent': 'Casual_response'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'I am bored', 'intent': 'Inform_condition'}","{'user': 'Human', 'text': 'To entertain yourself by watching TV', 'intent': 'Inform_other'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Ok the I am turning it on ', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Oh OK', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Human', 'text': ""If you're done we can go to the kitchen"", 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'That is correct, good job!', 'intent': 'Inform_other'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Are we eating now?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Good job now you come in behind me', 'intent': 'Inform_other'}"
1,wash_glass_0,"{'user': 'Human', 'text': 'Do you want to have a drink?', 'intent': 'Ask_get_started'}","{'user': 'Alien', 'text': 'Hello!', 'intent': 'Extend_greetings'}"
1,wash_glass_0,"{'user': 'Human', 'text': 'Can you get the glasses so we can wash them?', 'intent': 'Ask_take_next_step'}","{'user': 'Alien', 'text': 'The glasses are dirty', 'intent': 'Inform_observation'}"
1,wash_glass_0,"{'user': 'Human', 'text': 'Ok bring the glass to the sink so we can wash it', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""OK I'm picking up the glass now"", 'intent': 'Inform_understanding'}"
1,wash_glass_0,"{'user': 'Human', 'text': 'Start by putting the glass in the sink', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'How do I wash the glass?', 'intent': 'Ask_about_action'}"
1,wash_glass_0,"{'user': 'Human', 'text': 'The tap is the handle on the sink, turn it on', 'intent': 'Inform_action'}","{'user': 'Human', 'text': ""It's ok just turn on the tap first so we can get water to wash it"", 'intent': 'Inform_action'}"
1,wash_glass_0,"{'user': 'Human', 'text': 'The glass is rinsed you can turn the tap off now', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'OK', 'intent': 'Yes-no_positive'}"
1,wash_glass_0,"{'user': 'Human', 'text': 'Take the glass from the sink', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'What now?', 'intent': 'Ask_next_step'}"
1,wash_glass_0,"{'user': 'Human', 'text': ""Let's go to the table so we can have a drink"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok taking the glass', 'intent': 'Inform_understanding'}"
1,wash_glass_0,"{'user': 'Human', 'text': 'Put the glass on the table so we can pour a drink into it', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'What do I do with the glass?', 'intent': 'Inform_confused'}"
1,wash_glass_0,"{'user': 'Human', 'text': 'Ok come back here so we can figure out what drink ', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok got it ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Human', 'text': 'Grab the pot from the table please', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Yea lets cook ', 'intent': 'Inform_get_started'}"
1,using_stove_1,"{'user': 'Human', 'text': ""Yes that's the pot you're looking at grab it"", 'intent': 'Inform_object'}","{'user': 'Alien', 'text': 'Is this the pot?', 'intent': 'Ask_about_object'}"
1,using_stove_1,"{'user': 'Human', 'text': 'Bring the pot here and we can use it', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Human', 'text': 'Well first put the pot on the stove', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'What do we do with the pot?', 'intent': 'Ask_next_step'}"
1,using_stove_1,"{'user': 'Alien', 'text': 'What do I do now?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Human', 'text': ""Now we're going to cook some pasta and wait for it to boil"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Human', 'text': 'Ok the pasta is done turn off the stove by turning the second knob', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'I got it lets wait', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Human', 'text': 'Take the pot off the stove ', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok ', 'intent': 'Inform_understanding'}"
1,using_stove_1,"{'user': 'Alien', 'text': ""Yea, I'll put it on the dinning table"", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Do you know where to put the pot next?', 'intent': 'Ask_know_next_step'}"
1,using_stove_1,"{'user': 'Alien', 'text': ""I'll just set it here "", 'intent': 'Casual_response'}","{'user': 'Human', 'text': ""Yes that's correct"", 'intent': 'Yes-no_positive'}"
1,using_stove_1,"{'user': 'Human', 'text': 'Come back here and help me decide what else to eat', 'intent': 'Inform_action'}","{'user': 'Human', 'text': 'Perfect', 'intent': 'Casual_response'}"
1,bedroom_cabinet_1,"{'user': 'Alien', 'text': ""Ok I'll take this toy"", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'I think we should take some toys from the shelf and put it in the cupboard', 'intent': 'Inform_next_step'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': ""Let's take that toy to the cupboard in the other room"", 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Nice job ', 'intent': 'Casual_response'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Can you open the cupboard first?', 'intent': 'Ask_take_next_step'}","{'user': 'Alien', 'text': ""OK, I'll follow you"", 'intent': 'Inform_understanding'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Put the toy on the top shelf of the cupboard', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'What now?', 'intent': 'Ask_next_step'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': ""Let's go back to the room to get the other toy"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'What now?', 'intent': 'Ask_next_step'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Ok grab the other toy now', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'What toy are we grabbing next?', 'intent': 'Ask_about_object'}"
1,bedroom_cabinet_1,"{'user': 'Alien', 'text': ""Ok I see the train I'm grabbing it now"", 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'The train up here is the toy I want you to get', 'intent': 'Inform_object'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Are you okay to take it to the other room now?', 'intent': 'Ask_okay'}","{'user': 'Human', 'text': ""Yes that's it, good job"", 'intent': 'Casual_response'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': 'Put the train next to the other toy', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Ok good follow me to the other room so we can put the toy in the cupboard', 'intent': 'Inform_action'}"
1,bedroom_cabinet_1,"{'user': 'Human', 'text': ""Ok now just close the cupboard and then we're done"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok, I got it', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Human', 'text': ""Ok let's to the room so we can use the computer"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Sure!', 'intent': 'Yes-no_positive'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Yea, I am turning it on now', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Do you know how to start the computer?', 'intent': 'Ask_know_next_step'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'What do you mean by take a seat?', 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'Good job take a seat and start using the computer', 'intent': 'Inform_next_step'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Let me sit down now', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Oh Ok I see', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Im grabbing the mouse', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'Now grab the mouse and start using the computer', 'intent': 'Inform_next_step'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Let me put the cupcake back', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': ""That's a cupcake the mouse is in front of that"", 'intent': 'Inform_object'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Is this the mouse?', 'intent': 'Ask_about_object'}","{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Oh the computer is fun', 'intent': 'Inform_understanding'}","{'user': 'Human', 'text': 'You can start using the computer now', 'intent': 'Inform_next_step'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Ok im done, what should we do now?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Ok lets go', 'intent': 'Inform_understanding'}","{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'This button turns it off right?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Oh yea let me turn it off', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Human', 'text': 'First take the salmon', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': ""We're going to microwave it"", 'intent': 'Inform_action'}"
1,using_microwave_0,"{'user': 'Human', 'text': 'Now open the door to the microwave so you can put the salmon in', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok got it', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Human', 'text': 'Do you know what to do next?', 'intent': 'Ask_know_next_step'}","{'user': 'Human', 'text': 'Yes just like that', 'intent': 'Yes-no_positive'}"
1,using_microwave_0,"{'user': 'Human', 'text': ""Now close the door to the microwave '"", 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Yes, good job!', 'intent': 'Casual_response'}"
1,using_microwave_0,"{'user': 'Alien', 'text': 'What do I do now?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Ok', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Alien', 'text': ""It didn't do anything, what do I do?"", 'intent': 'Inform_confused'}","{'user': 'Human', 'text': 'Yes that works ', 'intent': 'Yes-no_positive'}"
1,using_microwave_0,"{'user': 'Human', 'text': ""It's done cooking, open the door now"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Ok got it, it's cooking now"", 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Human', 'text': 'Take out the salmon', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'What do I do now?', 'intent': 'Ask_next_step'}"
1,using_microwave_0,"{'user': 'Human', 'text': 'Are you forgetting something?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'Got it', 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Human', 'text': ""Go to the dinner table, we'll prepare the salmon"", 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""I'm closing it now"", 'intent': 'Inform_understanding'}"
1,using_microwave_0,"{'user': 'Human', 'text': 'Put the salmon down on the table', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'What do I do with the salmon now?', 'intent': 'Ask_next_step'}"
1,using_microwave_0,"{'user': 'Human', 'text': 'Now come back here and help me decide what else to cook', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': 'Ok got it', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Okay what do I have to do to watch TV?', 'intent': 'Ask_guidence'}","{'user': 'Human', 'text': ""I'm going to teach how to watch TV, it's in the living room!"", 'intent': 'Inform_action'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'The TV is the bigger screen!', 'intent': 'Inform_location'}","{'user': 'Human', 'text': 'No that is a computer, the TV i s over there!', 'intent': 'Inform_incorrect_object'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Okay, Now that I am over here what should I do now?', 'intent': 'Ask_guidence'}","{'user': 'Human', 'text': 'Yes! You can walk to it now!', 'intent': 'Inform_next_step'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Okay, now that the tv is on, what do I have to do now?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay I will click the button now.', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'We usually sit on the couch and relax when watching TV!', 'intent': 'Inform_action'}","{'user': 'Alien', 'text': 'Okay, I will walk over to the couch now', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'Now what do I do?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay, I will sit down when I watch TV.', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'When you`re done you can walk over to the TV and turn it off. ', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Just enjoy it and watch TV!', 'intent': 'Inform_action'}"
1,watch_tv_2,"{'user': 'Alien', 'text': 'I am getting confused on how I turn off the TV.', 'intent': 'Display_confusion'}","{'user': 'Alien', 'text': 'Okay I will walk over to the TV now.', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'Good job! Let`s walk back to the kitchen!', 'intent': 'Inform_location'}","{'user': 'Alien', 'text': 'Okay I will turn off the TV now.', 'intent': 'Inform_understanding'}"
1,watch_tv_2,"{'user': 'Human', 'text': 'I`t was good to meet you Zara!', 'intent': 'Extend_goodbyes'}","{'user': 'Alien', 'text': 'Okay, I will follow you to the kitchen!', 'intent': 'Inform_get_started'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'What should I do now?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': ""Okay let's go!"", 'intent': 'Inform_understanding'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'What do I do next?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': ""Okay I'll open it!"", 'intent': 'Inform_understanding'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'Is this the toaster?', 'intent': 'Ask_guidence'}","{'user': 'Alien', 'text': ""Okay! I'll go get it!"", 'intent': 'Inform_understanding'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'What do I do next?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': ""Alright I'll get one!"", 'intent': 'Inform_understanding'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'What should I do now?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': ""Yes I remember! I'll walk over to the oven"", 'intent': 'Yes-no_positive'}"
1,using_oven_1,"{'user': 'Human', 'text': 'Do you understand what you need to do now?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'Okay!', 'intent': 'Inform_understanding'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'How do I close the oven?', 'intent': 'Ask_guidence'}","{'user': 'Alien', 'text': ""I don't think I do "", 'intent': 'Yes-no_negative'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'What do we do now?', 'intent': 'Ask_next_step'}","{'user': 'Human', 'text': 'Yes! you correctly shut the oven.', 'intent': 'Yes-no_positive'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'What do I do next?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': ""Okay! I'll open the oven!"", 'intent': 'Inform_understanding'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'What do I do now?', 'intent': 'Ask_about_action'}","{'user': 'Alien', 'text': ""Okay! thanks, I'll take it out carefully"", 'intent': 'Casual_response'}"
1,using_oven_1,"{'user': 'Human', 'text': 'Do you know what to do now that you have the bread?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': ""Okay! I'll close it"", 'intent': 'Inform_understanding'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'What should I do now?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': ""Okay I'll walk over there!"", 'intent': 'Inform_understanding'}"
1,using_oven_1,"{'user': 'Alien', 'text': 'Is there anything else to do now?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': 'Okay!', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Human', 'text': 'Do you know where the computer is?', 'intent': 'Ask_know_location'}","{'user': 'Human', 'text': 'Today we are going to be learning about how to use the computer.', 'intent': 'Inform_get_started'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'What should I do first?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': ""Okay! Let's go!"", 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Human', 'text': 'Do you understand what you need to do now?', 'intent': 'Ask_know_next_step'}","{'user': 'Alien', 'text': 'Okay got it!', 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Human', 'text': 'You are going to want to sit in the chair that is in front of the computer.', 'intent': 'Inform_object'}","{'user': 'Alien', 'text': 'What chair should I use?', 'intent': 'Inform_confused'}"
1,using_computer_2,"{'user': 'Human', 'text': 'Go ahead and grab the mouse so you can use the computer.', 'intent': 'Inform_next_step'}","{'user': 'Human', 'text': 'Yes, go ahead and sit down.', 'intent': 'Casual_response'}"
1,using_computer_2,"{'user': 'Human', 'text': 'Are you sure that that is the mouse? ', 'intent': 'Ask_sure_about_object'}","{'user': 'Alien', 'text': ""Okay! I'll grab the mouse"", 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'Which one is the mouse?', 'intent': 'Ask_about_object'}","{'user': 'Alien', 'text': ""Okay! I'll put it back in the table."", 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Alien', 'text': 'What should I do now?', 'intent': 'Ask_next_step'}","{'user': 'Alien', 'text': ""Okay I'll grab the mouse."", 'intent': 'Inform_understanding'}"
1,using_computer_2,"{'user': 'Human', 'text': 'Let me know when you are done using the computer.', 'intent': 'Inform_next_step'}","{'user': 'Alien', 'text': ""Okay! That's fun."", 'intent': 'Inform_understanding'}"
